Temps (s);Direction;Mod. source;Ser. source;Mod. dest;Ser. dest;ID message;Donnee 1;Donnee 2
84.500000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;ICM_RATE_X;-14.471030235290527;2390850
84.600000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.04836999999975;0
84.700000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89609199999964;0
84.800000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;4000;0
84.900000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;ICM_RATE_Y;-7.424770832061768;2390850
85.000000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;L3G_RATE_X;-31.589767456054688;2390850
85.100000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;L3G_RATE_Y;31.5286865234375;2390850
85.200000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;L3G_RATE_Z;-31.556015014648438;2390850
85.300000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;ADXL_ACC_X;0.5389999747276306;2390850
85.400000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.04936999999975;0
85.500000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89599199999964;0
85.600000000;IN;ADM;1;ALL_MODULES;ALL_SERIAL_NBS;RPM_45V;45.915679931640625;2390717
85.700000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;0;0
85.800000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;ADXL_ACC_Y;0.34299999475479126;2390850
85.900000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;ADXL_ACC_Z;0.73499995470047;2390850
86.000000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;FANCY_RATE_X;-0.3620312511920929;2390850
86.100000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;FANCY_RATE_Y;-1.6867812871932983;2390850
86.200000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;FANCY_RATE_Z;-0.26653122901916504;2390850
86.300000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.050369999999745;0
86.400000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89589199999963;0
86.500000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;4000;0
86.600000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;ICM_RATE_Z;-0.8779773712158203;2390850
86.700000000;IN;AGRUM;2;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;0;0
86.800000000;IN;AGRUM;2;IOM;ALL_SERIAL_NBS;GPS1_NB_SAT;0;0
86.900000000;IN;NUC;2;IOM;ALL_SERIAL_NBS;GPS1_DATE_TIME;0.0;0
87.000000000;IN;ADLM;2;IOM;ALL_SERIAL_NBS;GPS1_FIX_QUAL;0.0;0
87.100000000;IN;ADM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.05136999999974;0
87.200000000;IN;ADRMSAT;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89579199999963;0
87.300000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;4000;0
87.400000000;IN;ADM;1;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86465.0;2390891
87.500000000;IN;APUM;2;IOM;ALL_SERIAL_NBS;PUM_VBAT1;8.056640625;2390888
87.600000000;IN;ADIRM;2;IOM;ALL_SERIAL_NBS;PUM_VBAT2;8.060495376586914;2390888
87.700000000;IN;APUM;2;IOM;ALL_SERIAL_NBS;PUM_BAT1_CURRENT;0.3287109434604645;2390888
87.800000000;IN;ADLM;2;IOM;ALL_SERIAL_NBS;PUM_BAT2_CURRENT;0.3373046815395355;2390888
87.900000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.05236999999974;0
88.000000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89569199999963;0
88.100000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;0;0
88.200000000;IN;ADM;1;ALL_MODULES;ALL_SERIAL_NBS;RPM_45V;5.00000;2390717
88.300000000;IN;MCD;2;IOM;ALL_SERIAL_NBS;PUM_BAT3_CURRENT;0.3018554747104645;2390888
88.400000000;IN;ADLM;2;IOM;ALL_SERIAL_NBS;PUM_5V_CURRENT;0.764575183391571;2390888
88.500000000;IN;APUM;2;IOM;ALL_SERIAL_NBS;PUM_3V3_CURRENT;0.22800293564796448;2390888
88.600000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;BAR_PRESS1;86498.0;2390879
88.700000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_ACC_X;0.17718505859375;2391400
88.800000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.05336999999974;0
88.900000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89559199999962;0
89.000000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;4000;0
89.100000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_MAGN_FIELD_Y;0.22869873046875;2391500
89.200000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_ACC_X;-0.02783203125;2391700
89.300000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_ACC_Y;-0.052734375;2391800
89.400000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_ACC_Z;0.75537109375;2391700
89.500000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_ACC_X;-0.00341796875;2390889
89.600000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.054369999999736;0
89.700000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89549199999962;0
89.800000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;0;0
89.900000000;IN;ADLM;0;DLM;ALL_SERIAL_NBS;ICM_ACC_Y;0.02978515625;2390889
90.000000000;IN;MCD;0;DLM;ALL_SERIAL_NBS;ICM_ACC_Z;1.0126953125;2390889
90.100000000;IN;GS;0;DLM;ALL_SERIAL_NBS;LSM_MAGN_FIELD_Z;0.07427978515625;2391500
90.200000000;IN;ATM_SLAVE;0;DLM;ALL_SERIAL_NBS;ICM_RATE_X;-15.035916328430176;2390890
90.300000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_RATE_Y;-6.401870250701904;2390890
90.400000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.05536999999973;0
90.500000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89539199999962;0
90.600000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;4000;0
90.700000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;L3G_RATE_X;-32.009765625;2390890
90.800000000;IN;ADM;1;ALL_MODULES;ALL_SERIAL_NBS;RPM_45V;45.915679931640625;2390717
90.900000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;L3G_RATE_Y;31.59869384765625;2390890
91.000000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;L3G_RATE_Z;-32.11601257324219;2390890
91.100000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ADXL_ACC_X;0.7839999794960022;2390890
91.200000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ADXL_ACC_Y;0.1469999998807907;2390890
91.300000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.05636999999973;0
91.400000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89529199999961;0
91.500000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;0;0
91.600000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ADXL_ACC_Z;0.8330000042915344;2390890
91.700000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;FANCY_RATE_X;-0.43703123927116394;2390890
91.800000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;FANCY_RATE_Y;-1.8742812871932983;2390890
91.900000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;FANCY_RATE_Z;-0.741531252861023;2390890
92.000000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_RATE_Z;-2.0535497665405273;2390890
92.100000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.05736999999973;0
92.200000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89519199999961;0
92.300000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;4000;0
92.400000000;IN;ADLM;2;IOM;ALL_SERIAL_NBS;PUM_VBAT3;8.233963966369629;2390888
92.500000000;IN;ADM;2;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86474.0;2390896
92.600000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;BAR_PRESS1;86487.0;2390899
92.700000000;IN;ADM;2;IOM;ALL_SERIAL_NBS;LVDM_BRIDGEWIRE_RES_DROGUE;1580.712890625;2390915
92.800000000;IN;ADM;2;IOM;ALL_SERIAL_NBS;LVDM_BRIDGEWIRE_RES_MAIN;1586.3525390625;2390915
92.900000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.05836999999973;0
93.000000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89509199999961;0
93.100000000;IN;ADLM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;0;0
93.200000000;IN;NUC;2;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86481.0;2390916
93.300000000;IN;ADM;2;ALL_MODULES;ALL_SERIAL_NBS;BAR_TEMPERATURE1;45.209999084472656;2390916
93.400000000;IN;ADM;1;ALL_MODULES;ALL_SERIAL_NBS;RPM_45V;5.00000;2390717
93.500000000;IN;ADIRM;0;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86510.0;2390919
93.600000000;IN;ADM;1;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86470.0;2390931
93.700000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;ONE_WIRE_TEMPERATURE;3922388776;52.0625
93.800000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.059369999999724;0
93.900000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.8949919999996;0
94.000000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;4000;0
94.100000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;BAR_PRESS1;86510.0;2390919
94.200000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_ACC_Y;0.03173828125;2390929
94.300000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_MAGN_FIELD_X;0.17578125;2391500
94.400000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_MAGN_FIELD_Y;0.228515625;2391600
94.500000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_ACC_X;-0.0322265625;2391800
94.600000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.06036999999972;0
94.700000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.8948919999996;0
94.800000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;0;0
94.900000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_ACC_Y;-0.0166015625;2391900
95.000000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_ACC_Z;0.66650390625;2391800
95.100000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_ACC_X;-0.00634765625;2390929
95.200000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_ACC_Z;0.982421875;2390929
95.300000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_MAGN_FIELD_Z;0.07537841796875;2391600
95.400000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.06136999999972;0
95.500000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.8947919999996;0
95.600000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;4000;0
95.700000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_RATE_X;-15.402329444885254;2390930
95.800000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_RATE_Y;-5.6385111808776855;2390930
95.900000000;IN;AGRUM;0;DLM;ALL_SERIAL_NBS;L3G_RATE_X;-31.099761962890625;2390930
96.000000000;IN;AGRUM;1;ALL_MODULES;ALL_SERIAL_NBS;RPM_45V;45.915679931640625;2390717
96.100000000;IN;GS;0;DLM;ALL_SERIAL_NBS;L3G_RATE_Y;30.268692016601562;2390930
96.200000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;L3G_RATE_Z;-30.85601806640625;2390930
96.300000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.06236999999972;0
96.400000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.8946919999996;0
96.500000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;LSM_ACC_X;0;0
96.600000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ADXL_ACC_X;1.1759999990463257;2390930
96.700000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ADXL_ACC_Y;0.2939999997615814;2390930
96.800000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ADXL_ACC_Z;0.9309999942779541;2390930
96.900000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;FANCY_RATE_X;-0.6995311975479126;2390930
97.000000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;FANCY_RATE_Y;-1.7617813348770142;2390930
97.100000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.063369999999715;0
97.200000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89459199999959;0
97.300000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;4000;0
97.400000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;FANCY_RATE_Z;-0.441531240940094;2390930
97.500000000;IN;ADM;1;IOM;ALL_SERIAL_NBS;LVDM_BRIDGEWIRE_RES_DROGUE;1557.3486328125;2390942
97.600000000;IN;ADM;1;IOM;ALL_SERIAL_NBS;LVDM_BRIDGEWIRE_RES_MAIN;1634.6923828125;2390942
97.700000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_RATE_Z;-0.8627099990844727;2390930
97.800000000;IN;ADM;2;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86480.0;2390936
97.900000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.06436999999971;0
98.000000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89449199999959;0
98.100000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;0;0
98.200000000;IN;ADIRM;0;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86495.0;2390939
98.300000000;IN;ADM;1;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86466.0;2390951
98.400000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;BAR_PRESS1;86495.0;2390939
98.500000000;IN;ADM;2;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86485.0;2390956
98.600000000;IN;ADM;1;ALL_MODULES;ALL_SERIAL_NBS;RPM_45V;5.00000;2390717
98.700000000;IN;AGRUM;2;IOM;ALL_SERIAL_NBS;MODULE_HEARTBEAT;2390955;1804848671
98.800000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.06536999999971;0
98.900000000;IN;ADRMSAT;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89439199999958;0
99.000000000;IN;ADM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;4000;0
99.100000000;IN;ADIRM;0;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86506.0;2390959
99.200000000;IN;APUM;1;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86470.0;2390971
99.300000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;BAR_PRESS1;86506.0;2390959
99.400000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_MAGN_FIELD_X;0.176025390625;2391600
99.500000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_MAGN_FIELD_Y;0.22845458984375;2391700
99.600000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.06636999999971;0
99.700000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89429199999958;0
99.800000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;0;0
99.900000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_ACC_X;-0.03173828125;2391900
100.000000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_ACC_Y;-0.05224609375;2392000
100.100000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_ACC_Z;0.67626953125;2391900
100.200000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_ACC_X;0.03564453125;2390969
100.300000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_ACC_Y;0.01611328125;2390969
100.400000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.067369999999705;0
100.500000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89419199999958;0
100.600000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;4000;0
100.700000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_ACC_Z;0.99560546875;2390969
100.800000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_MAGN_FIELD_Z;0.076171875;2391700
100.900000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_RATE_X;-15.509198188781738;2390970
101.000000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_RATE_Y;-7.378969669342041;2390970
101.100000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ADXL_ACC_Y;0.4899999797344208;2390970
101.200000000;IN;ADM;1;ALL_MODULES;ALL_SERIAL_NBS;RPM_45V;45.915679931640625;2390717
101.300000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.0683699999997;0
101.400000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89409199999957;0
101.500000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;0;0
101.600000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ADXL_ACC_Z;0.9799999594688416;2390970
101.700000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;FANCY_RATE_X;-0.2995312511920929;2390970
101.800000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;FANCY_RATE_Y;-1.5867812633514404;2390970
101.900000000;IN;ADM;0;DLM;ALL_SERIAL_NBS;FANCY_RATE_Z;-0.17903125286102295;2390970
102.000000000;IN;MCD;0;DLM;ALL_SERIAL_NBS;ICM_RATE_Z;-0.14515304565429688;2390970
102.100000000;IN;NUC;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.0693699999997;0
102.200000000;IN;APUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89399199999957;0
102.300000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;LSM_ACC_X;4000;0
102.400000000;IN;ADM;2;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86483.0;2390976
102.500000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;ONE_WIRE_TEMPERATURE;3941291816;33.0
102.600000000;IN;ADIRM;0;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86492.0;2390979
102.700000000;IN;ADM;1;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86472.0;2390991
102.800000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;BAR_PRESS1;86492.0;2390979
102.900000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.0703699999997;0
103.000000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89389199999957;0
103.100000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;0;0
103.200000000;IN;ADRMSAT;3;IOM;ALL_SERIAL_NBS;SD_CARD_SPACE_LEFT;7624216;2390995
103.300000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_FIX_QUAL;0.0;408
103.400000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;BAR_PRESS1;86499.0;2390999
103.500000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_MAGN_FIELD_X;0.17596435546875;2391700
103.600000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_MAGN_FIELD_Y;0.228515625;2391800
103.700000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.071369999999696;0
103.800000000;IN;ADM;1;ALL_MODULES;ALL_SERIAL_NBS;RPM_45V;5.00000;2390717
103.900000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89379199999956;0
104.000000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;4000;0
104.100000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_ACC_X;-0.03125;2392000
104.200000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_ACC_Y;-0.0673828125;2392100
104.300000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;LSM_ACC_Z;0.6806640625;2392000
104.400000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_ACC_X;0.001953125;2391009
104.500000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_ACC_Y;0.00732421875;2391009
104.600000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.072369999999694;0
104.700000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89369199999956;0
104.800000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;0;0
104.900000000;IN;GS;0;DLM;ALL_SERIAL_NBS;ICM_ACC_Z;0.984375;2391009
105.000000000;IN;ADRMSAT;0;DLM;ALL_SERIAL_NBS;LSM_MAGN_FIELD_Z;0.074462890625;2391800
105.100000000;IN;ATM_SLAVE;0;DLM;ALL_SERIAL_NBS;ICM_RATE_X;-15.96721363067627;2391010
105.200000000;IN;GS;0;DLM;ALL_SERIAL_NBS;ICM_RATE_Y;-7.333167552947998;2391010
105.300000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;L3G_RATE_X;-31.3797607421875;2391010
105.400000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.07336999999969;0
105.500000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89359199999956;0
105.600000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;4000;0
105.700000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;L3G_RATE_Y;30.96868896484375;2391010
105.800000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;L3G_RATE_Z;-31.556015014648438;2391010
105.900000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ADXL_ACC_X;0.04899999871850014;2391010
106.000000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ADXL_ACC_Y;0.4899999797344208;2391010
106.100000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ADXL_ACC_Z;0.7839999794960022;2391010
106.200000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.07436999999969;0
106.300000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89349199999955;0
106.400000000;IN;ADM;1;ALL_MODULES;ALL_SERIAL_NBS;RPM_45V;45.915679931640625;2390717
106.500000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;0;0
106.600000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;FANCY_RATE_X;-0.4245312213897705;2391010
106.700000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;FANCY_RATE_Y;-1.5117812156677246;2391010
106.800000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;FANCY_RATE_Z;-0.39153122901916504;2391010
106.900000000;IN;ADIRM;0;DLM;ALL_SERIAL_NBS;ICM_RATE_Z;-1.9161453247070312;2391010
107.000000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_GND_SPEED;0.0;408
107.100000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.07536999999969;0
107.200000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89339199999955;0
107.300000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;4000;0
107.400000000;IN;ADM;2;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86481.0;2391016
107.500000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_NB_SAT;0;408
107.600000000;IN;AGRUM;1;IOM;ALL_SERIAL_NBS;GPS1_TRACK_ANG;0.0;408
107.700000000;IN;ADIRM;0;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86503.0;2391019
107.800000000;IN;ADIRM;0;ALL_MODULES;ALL_SERIAL_NBS;BAR_TEMPERATURE1;43.779998779296875;2391019
107.900000000;IN;ADM;1;IOM;ALL_SERIAL_NBS;GPS1_LATITUDE;33.076369999999685;0
108.000000000;IN;MCD;1;IOM;ALL_SERIAL_NBS;GPS1_LONGITUDE;106.89329199999955;0
108.100000000;IN;ADRMSAT;1;IOM;ALL_SERIAL_NBS;GPS1_ALT_MSL;0;0
108.200000000;IN;ADM;1;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86472.0;2391031
108.300000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;ONE_WIRE_TEMPERATURE;1354856232;38.125
108.400000000;IN;ADIRM;0;IOM;ALL_SERIAL_NBS;BAR_PRESS1;86503.0;2391019
108.500000000;IN;ADM;2;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86479.0;2391036
108.600000000;IN;ADIRM;0;ALL_MODULES;ALL_SERIAL_NBS;BAR_PRESS1;86498.0;2391039
